stage,Endothelial_cell,Epithelial_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Spermatocyte,T_cell
24hpf,0,12.26,0,0,0,4.09,0,0,0,0,0,0,8.17,0,0,0,0,24.52,0,0,4.09,0,0,0,0,0
72hpf,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0
21Day,0,4.02,0,0,0,0,0,0,0,0,2.68,0,0,0,0,0,0,0,0,0,1.34,0,1.34,0,0,0
3Month,0,2.24,0,0.64,0,0,26.56,0.64,0.64,1.6,0.32,0.64,0.32,0.32,3.2,0.96,0.32,0,0,0,0.32,0.64,6.08,0,6.4,1.6
22Month,2.19,4.37,0.55,8.75,1.64,0,96.21,1.09,5.47,0.55,1.09,2.73,2.73,4.37,0.55,0,0,0,0.55,212.65,0.55,0,13.12,0.55,0,2.73
