stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,531.23,8.17,8.17,0,0,0,4.09,0,0,0,0,0,0,4.09,20.43,0,0,0,0,24.52,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,473.92,1.07,2.14,1.07,3.21,0,0,0,0,0,0,1.07,4.28,0,10.7,0,0,0,18.19,12.84,0,6.42,0,0,1.07,0,1.07,0,0,0,0
21Day,543.44,4.02,13.39,0,2.68,0,0,4.02,2.68,1.34,0,0,6.69,2.68,18.74,0,5.35,0,21.42,6.69,1.34,6.69,1.34,1.34,1.34,1.34,4.02,1.34,1.34,0,0
3Month,14.4,0.32,3.2,0.32,0,4.48,0,0,0.32,0,0.32,0,2.88,0.32,1.28,0.64,0,0.64,0,0.32,0,0,0,8,0,0,0,0,0,1.6,0.64
22Month,1.64,0.55,0,0,0,1.64,0,0.55,0,0,0,1.09,0,0,1.64,0,0,0.55,0,0,0,0,0,1.09,0,0,0,0,0,0,0
