stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,4.09,4.09,0,0,0,12.26,69.47,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,10.7,0,0,1.07,1.07,0,0,0,0,0,0,0,0,0,0,0,2.14,0,2.14,0,0,0,43.86,33.16,0,0,2.14,0,0,1.07,2.14,0,2.14,0,0,0
21Day,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,0,2.68,0,6.69,0,0,1.34,16.06,4.02,0,0,1.34,1.34,13.39,0,8.03,64.25,0,0,1.34,1.34
3Month,0,1.28,0.64,8,0.32,0.32,0,0.96,4.16,0,0,3.2,5.76,0.32,2.24,0.96,5.44,4.8,1.92,0.64,0,0.32,0.64,0,0,0,0.32,0.64,32.63,0,0,0,0,1.6,14.72,2.56
22Month,0,4.37,1.09,10.39,1.09,0.55,0.55,0.55,27.33,6.01,0,41.55,6.01,0.55,12.03,0.55,2.73,16.4,8.2,0,3.28,1.64,0.55,0,0.55,564.69,1.09,0.55,44.83,1.09,1.09,0,0,0,0.55,3.28
