stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,4.09,53.12,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,50.28,8.56,0,9.63,1.07,20.33,0,3.21,0,0,0,2.14,0,1.07,0,4.28,12.84,0,24.61,0,3.21,0,0,142.28,36.37,2.14,0,0,14.98,1875.34,0,1.07,5.35,3.21,1.07,2.14,0,0,0
21Day,295.82,54.88,30.79,799.1,22.76,520.69,0,93.7,0,4.02,37.48,174.01,41.49,315.89,99.05,80.31,563.52,190.07,899.49,1.34,2.68,124.48,12.05,1015.95,485.89,12.05,44.17,0,418.96,53491.8,0,12.05,92.36,49.53,240.94,33.46,1.34,0,109.76
3Month,0.32,1.28,1.92,11.2,0,0,0.64,0,0.32,1.92,2.56,17.92,3.52,0,4.8,0.64,3.84,4.16,1.92,1.6,0,0.96,0.64,0.32,0.32,2.56,0.32,0,0.96,355.78,0.32,332.11,0.32,0,0,0.32,1.92,76.15,1.6
22Month,0,1.09,0,0.55,0,0,1.09,0,0,1.09,1.09,7.11,0.55,0.55,2.19,0,0.55,0.55,1.64,0,0.55,0,0,0.55,0,0.55,1.09,25.69,0.55,344.39,0,71.61,0.55,0,0,0,0.55,0,1.09
