stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,8.17,4.09,0,0,0,0,8.17,81.73,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,1.07,2.14,0,5.35,0,0,0,0,0,0,0,0,0,0,0,0,2.14,7.49,0,17.12,0,0,2.14,0,123.03,18.19,0,0,4.28,0,0,5.35,1.07,2.14,2.14,0,0,0
21Day,13.39,6.69,0,92.36,4.02,21.42,0,2.68,0,0,0,0,4.02,0,5.35,2.68,0,21.42,6.69,72.28,0,0,13.39,1.34,159.29,21.42,5.35,4.02,24.09,10.71,0,6.69,6.69,28.11,4.02,0,0,5.35
3Month,0.32,8.64,0.64,40.31,0.96,0,0.64,0.32,0.32,8.96,2.56,0.32,42.23,4.16,0.32,12.16,4.48,19.2,2.56,17.92,4.48,0,2.56,6.72,3.2,0.32,2.56,1.6,0.32,2.56,5.44,0.96,0,0,0.64,8.96,3.52,4.16
22Month,0,13.67,1.64,27.88,0,0,0.55,0,0,6.01,3.28,2.19,91.29,2.19,2.19,13.67,1.09,9.84,6.01,20.77,0.55,3.83,2.73,0.55,3.28,1.64,1.09,3.28,0,0,5.47,2.73,1.64,0,1.09,3.28,0,3.83
