stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,4.09,0,8.17,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,12.26,89.9,0,0,0,0,3023.94,457.68,0,0,77.64,0,0,0,0,0,204.32,0,0,0
72hpf,12.84,3.21,0,3.21,3.21,14.98,0,0,0,1.07,0,0,0,0,0,0,1.07,24.61,1.07,36.37,0,2.14,0,1.07,1303.01,51.35,0,0,118.75,0,0,16.05,1.07,0,838.72,0,0,0
21Day,6.69,0,1.34,13.39,0,9.37,0,0,0,0,0,0,6.69,0,12.05,1.34,0,13.39,1.34,34.8,0,0,2.68,0,298.49,12.05,0,0,26.77,9.37,0,2.68,1.34,4.02,91.02,0,0,5.35
3Month,0.32,2.56,0.64,8,0,0,0.64,0.32,0.96,6.4,0,0,212.45,3.2,0.96,6.08,2.24,5.12,11.84,111.34,64.63,0.64,3.84,1.28,41.91,0.64,0.96,0,0.64,4.16,7.36,0,0.32,0,6.72,0.96,2.88,3.2
22Month,0,1.64,1.09,4.37,0,0,2.19,0,1.09,3.83,1.64,0,455.36,1.64,0.55,3.28,0,0.55,6.01,150.33,8.2,10.93,1.09,0,71.61,0,0,1.09,0.55,1.09,16.95,5.47,0,0,0.55,0,0,3.28
