stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,4.09,0,16.35,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,24.52,0,0,0,0,32.69,147.11,0,0,4.09,0,0,0,0,0,8.17,0,0,0
72hpf,3.21,1.07,0,6.42,1.07,5.35,0,0,0,0,0,0,0,0,3.21,13.91,1.07,12.84,0,0,0,0,82.37,31.02,0,1.07,11.77,0,0,4.28,0,0,0,0,0,0
21Day,8.03,2.68,0,16.06,2.68,10.71,2.68,0,0,0,1.34,0,6.69,1.34,2.68,14.72,2.68,37.48,0,0,6.69,1.34,45.51,20.08,1.34,0,12.05,2.68,0,4.02,2.68,1.34,1.34,1.34,0,1.34
3Month,0,1.6,0.32,10.56,0.32,0,0,1.28,1.28,0,16.32,1.28,0.32,8.64,0.96,4.16,0.96,5.44,0.32,0,0.64,0.96,1.28,0.32,0.32,0.32,0.32,0.32,7.36,0,0,0,0,3.2,0.64,0.64
22Month,0.55,1.09,0,2.73,0,0,0,0.55,2.19,0.55,28.43,1.64,1.64,6.56,0.55,1.64,2.19,3.83,0,0.55,0,0,1.64,0.55,1.09,0,0,0,0.55,0,0,0,0,0.55,0,0
