stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,1.07,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,0,0,1.34,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3Month,0,0.96,2.88,12.16,0,0,5.44,0,3.2,3.2,0.32,900.66,4.48,0,9.92,3.84,4.16,4.8,4.8,0.64,2.56,0.96,1.92,1.6,0.32,0.32,2.56,0,0,11.2,2.56,0.64,0,2.24,1.28,3.84
22Month,0.55,10.39,4.37,16.95,0,0,18.04,0.55,0,11.48,1.09,4524.11,12.57,2.19,7.65,1.09,1.09,17.49,19.13,0,215.93,6.01,0,1.64,0.55,3.83,7.11,4.37,1.64,4.92,1.09,0,3.83,1.09,0,6.56
