stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,4.09,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,0,0,1.07,0,1.07,0,0,0,0,0,0,0,0,3.21,0,0,0,0,36.37,0,1.07,0,0,1.07,0,0,0,0
21Day,0,0,2.68,0,1.34,0,0,0,0,0,0,1.34,0,4.02,0,0,0,0,8.03,0,0,0,0,0,0,0,0,0
3Month,0,19.2,12.8,0.32,0,0,0.32,2.56,0,11.2,0.96,0,2.24,47.67,3.2,0.64,0,0.32,0,0,0,0.96,0,0,0.32,0.32,1.28,0
22Month,0,84.73,6.56,0,0,0.55,0,1.64,0.55,18.04,1.09,0,1.64,17.49,2.73,8.75,0.55,0,0,0,0,0,1.64,0,0,0.55,0,1.09
