stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0
3Month,1.92,15.04,8.32,348.1,0,5.12,6.08,0.32,46.07,329.55,0,177.25,495.6,10.24,112.94,14.08,184.93,245.08,62.39,15.36,0,34.87,9.6,5.44,1.28,8.32,2.24,0,7.36,10.56,0.64,53.75,1.28,0,0.64,39.67,20.8,135.66
22Month,1.09,25.15,12.03,160.17,0.55,10.39,6.56,0,27.33,1062.15,34.44,344.39,303.39,56.85,186.96,4.37,64.51,500.74,66.69,1.64,6.01,27.33,0,4.92,1.64,14.76,2.19,2.19,4.37,4.37,0.55,7.65,7.65,4.92,0,7.65,0,73.8
