stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43,0,0,0,0,4.09,61.3,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,3.21,2.14,1.07,0,0,0,0,0,0,0,0,0,0,3.21,2.14,0,6.42,0,0,0,0,38.51,6.42,0,0,7.49,0,0,3.21,0,1.07,0,0,0
21Day,2.68,0,0,4.02,1.34,1.34,0,1.34,0,0,1.34,0,1.34,0,1.34,0,0,1.34,0,17.4,0,0,5.35,1.34,26.77,8.03,1.34,0,4.02,4.02,0,2.68,0,1.34,0,0,1.34
3Month,0.64,4.16,0,26.56,0.32,0,1.6,1.28,1.28,5.44,7.68,0,97.58,6.08,1.28,9.28,8,22.08,8,63.67,24.32,0.32,8.64,3.84,2.88,0.32,3.2,5.76,1.92,0.96,39.03,1.6,0,1.28,4.16,8,3.2
22Month,1.64,3.28,2.19,10.93,1.09,0,1.64,0,1.09,1.09,12.03,2.19,96.21,4.37,0.55,5.47,0.55,3.28,2.73,45.37,1.09,1.64,3.83,0,3.28,0,2.73,2.73,2.73,0,10.93,2.19,1.09,0.55,1.64,0,0.55
