stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,12.26,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,134.85,16.35,0,0,0,0,220.67,40.86,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,11.77,0,0,0,2.14,0,2.14,0,0,0,0,0,0,0,0,18.19,2.14,9.63,3.21,0,3.21,0,0,17.12,1.07,0,0,0,1.07,0,0,0,0,11.77,0,0,0
21Day,5.35,9.37,0,1.34,0,6.69,0,5.35,0,0,0,0,2.68,0,20.08,4.02,1.34,2.68,20.08,9.37,0,0,2.68,0,12.05,0,0,0,0,0,1.34,0,0,0,4.02,0,0,4.02
3Month,1.28,25.92,7.68,35.83,0.32,0,10.24,0.96,0.32,9.92,8.96,0.32,2736.53,13.44,3.84,357.06,7.04,12.48,46.39,9.28,1.6,5.12,6.08,91.51,2.88,0.64,3.2,2.56,0,1.6,42.55,9.28,0.96,0.32,0.32,8.32,3.52,16.64
22Month,0.55,20.23,2.19,11.48,0,0,0,0,0,3.28,8.75,1.09,295.19,2.19,4.37,150.88,0.55,0,32.8,1.64,0.55,3.83,0.55,0.55,0.55,0,0,1.64,0.55,0,0.55,0,0,0.55,0,0,0,2.73
