stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,4.09,0,12.26,4.09,0,0,0,4.09,0,40.86,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,10.7,7.49,0,18.19,16.05,0,0,0,1.07,0,1.07,0,0,0,0,11.77,18.19,2.14,86.65,1.07,1.07,5.35,4.28,28.88,44.93,0,0,0,119.82,5.35,0,6.42,0,1.07,0,0,0
21Day,13.39,12.05,1.34,74.96,4.02,6.69,0,1.34,0,1.34,2.68,2.68,0,2.68,2.68,1.34,38.82,18.74,161.96,0,0,32.12,0,10.71,14.72,1.34,1.34,0,88.34,2.68,0,1.34,1.34,0,0,0,16.06
3Month,1.28,3.52,2.24,38.71,0.64,0,0.64,0.64,14.4,3.52,0,103.34,12.8,0.64,20.48,1.92,8.96,12.8,18.88,8,0.32,7.68,0.64,0.32,1.6,3.84,0.32,0,3.2,0.64,1.28,0.64,0,0.64,0.64,0.96,34.87
22Month,2.19,15.85,18.04,86.92,2.19,0,2.19,0.55,34.44,21.87,73.25,1086.75,3.28,4.92,67.79,3.28,7.11,33.89,33.35,1.64,18.04,12.57,1.64,3.83,2.19,10.39,4.37,2.19,1.64,3.28,0.55,12.03,9.29,0.55,0.55,0,22.41
