stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,4.09,0,0,0,0,53.12,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,1.07,1.07,0,0,0,0,0,0,0,0,0,0,4.28,4.28,0,1.07,0,0,0,51.35,24.61,0,0,5.35,0,0,0,1.07,0,0,0,0,0
21Day,30.79,0,2.68,10.71,0,8.03,0,2.68,0,0,0,1.34,0,4.02,0,1.34,2.68,5.35,14.72,0,5.35,0,287.78,14.72,0,0,5.35,1.34,0,1.34,2.68,2.68,0,0,0,1.34
3Month,0.32,0,0.96,11.2,0,0,0.32,0.32,1.6,3.52,0,15.68,5.76,0.96,13.12,1.6,3.2,5.12,3.2,0.64,9.92,1.6,157.1,0,2.24,0.32,0,1.6,77.43,0.64,0,0,0,0.64,22.72,4.16
22Month,0,1.09,0,8.75,0,0,0,0.55,0.55,3.28,3.28,36.63,0,0.55,9.29,1.09,0.55,18.04,4.92,0.55,2.19,0,151.42,0.55,0,0,0,0,24.05,0,1.09,0,0.55,0.55,0,3.28
