stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,31522.52,32.69,0,49.04,0,0,0,0,0,0,0,12.26,0,0,0,0,4.09,40.86,49.04,192.06,0,0,0,4.09,73.56,1103.33,4.09,0,36.78,0,0,0,0,0,4.09,0,0,0
72hpf,18943.86,17.12,0,100.56,25.67,152.98,0,2.14,0,2.14,0,0,0,0,7.49,0,50.28,288.84,12.84,326.29,0,8.56,8.56,2.14,1169.28,668.62,2.14,14.98,286.7,3.21,0,82.37,4.28,42.79,21.4,0,0,0
21Day,4298.03,6.69,1.34,120.47,1.34,76.3,0,6.69,0,9.37,1.34,0,17.4,1.34,18.74,18.74,5.35,54.88,16.06,271.72,0,2.68,32.12,1.34,123.15,77.63,0,2.68,68.27,46.85,2.68,12.05,6.69,24.09,14.72,1.34,0,13.39
3Month,389.38,2.88,0,8.96,0,0,0.96,0.32,1.92,2.24,0,0,33.91,7.04,0.32,3.2,0.32,6.08,1.92,19.52,0.96,0,1.28,0.96,0,0.96,0.32,0.96,0,2.56,9.6,0.32,0,0,0,0.64,0.64,4.16
22Month,13.67,0.55,0,0.55,0,0,0,0,0,0.55,0,0,18.04,0,0.55,1.64,0,0.55,1.09,2.19,0,0,0,0,0,0,0,0.55,0,0,4.92,0.55,0,0,0,0,0,0
