stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,12.26,0,0,0,0,4.09,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,8.56,3.21,7.49,2.14,1.07,0,0,0,1.07,0,0,0,1.07,0,0,6.42,0,8.56,0,0,0,0,530.62,14.98,1.07,2.14,0,9.63,0,0,0,0,0,0,0,0,0
21Day,1.34,0,2.68,0,5.35,1.34,0,0,0,0,0,0,2.68,0,0,9.37,4.02,21.42,0,0,0,0,228.89,8.03,0,2.68,0,2.68,6.69,1.34,4.02,1.34,5.35,1.34,0,0,1.34
3Month,0,1.28,6.72,2.24,0,0.64,0.64,0.64,1.6,0,9.28,1.28,0,2.56,0.64,2.88,1.28,26.24,2.56,0,0.32,1.28,87.03,0.32,0.96,1.92,0,0.32,0,32.95,0.32,0,0,0,6.4,8,2.56
22Month,0,1.64,6.01,0.55,0,0,0,0,2.19,54.12,29.52,0,1.09,0.55,0.55,2.73,3.83,4.37,0.55,0.55,0,0,36.08,0,0.55,2.73,1.09,0,0,40.45,1.09,0,0,0,0,0,0
