stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,8.17,4.09,4.09,0,0,0,0,0,0,0,0,0,0,0,0,20.43,0,12.26,118.51,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,1.07,2.14,0,0,0,0,0,0,0,0,0,3.21,0,5.35,0,27.81,17.12,0,0,2.14,1.07,0,1.07,0,0,0,0
21Day,4.02,0,8.03,8.03,2.68,0,0,0,0,0,2.68,0,1.34,2.68,0,2.68,0,0,1.34,1.34,0,0,1.34,0,0,0,0,0,0
3Month,0,0.32,0.64,0,0,0,0.64,0,4.16,0.32,0.32,0.64,0.64,0.32,0,0.64,0,0,0,0,0,0,0.32,13.76,0.32,0,0,2.88,0.64
22Month,0,1.64,1.64,0,0,0.55,0.55,1.64,28.43,0,0.55,1.64,0,0,1.64,1.09,0.55,0,0,0,1.09,0,0.55,3.83,0.55,0.55,0.55,0,0.55
