stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,24.52,0,0,0,0,0,0,0,845.89,0,0,0,0,8.17,16.35,4.09,24.52,0,0,0,0,12.26,155.28,0,0,0,12.26,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,2.14,3.21,0,0,0,0,0,0,0,0,0,0,0,2.14,10.7,0,10.7,0,0,0,0,11.77,26.74,0,0,0,4.28,0,0,6.42,0,0,0,0,0
21Day,4.02,1.34,0,22.76,1.34,1.34,0,0,0,1.34,0,0,0,0,1.34,0,0,25.43,0,28.11,0,0,1.34,0,2.68,21.42,0,0,0,18.74,1.34,0,1.34,0,2.68,0,0,0
3Month,0,0.64,0.32,7.68,0.32,0,0.32,0,0,0.32,0,0,1.6,0,0.32,0.64,0.32,3.2,0.32,2.24,0.64,0.32,0,0,0,0.32,0,0,0,0,0.32,7.36,0.32,0,0,0.32,1.28,0.32
22Month,0,8.75,3.83,13.67,0,0,1.64,0.55,2.73,15.85,10.93,0,67.79,3.28,0.55,7.11,0,2.73,6.01,10.39,0.55,4.37,0.55,2.19,1.09,0,0.55,2.19,866.99,0,0,3.83,2.19,1.09,0,0,0,2.73
