stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,12.84,1.07,0,0,0,0,0,0,0,0,0,1.07,126.24,0,3.21,0,0,0,0,10.7,1.07,0,0,0,0,0,0,2.14,0,0,0,0,0
21Day,8.03,0,1.34,479.19,2.68,0,5.35,0,0,0,0,0,0,2.68,2.68,514,2.68,9.37,0,0,1.34,0,13.39,2.68,0,0,0,5.35,8.03,0,0,1.34,2.68,0,0,5.35
3Month,0.32,1.6,4.16,217.25,0,2.24,0,8.64,2.24,0,12.8,6.4,1.92,91.51,4.8,238.36,6.72,4.16,2.24,0,1.6,1.28,1.6,0.64,0.64,0.64,0,0,1.28,3.2,0,0,0,2.88,1.92,2.88
22Month,0,1.09,9.84,50.29,0,1.09,0,5.47,4.37,1.64,26.24,1.64,3.28,94.02,0,30.07,7.65,0.55,0,2.19,6.01,0,0,0,2.73,0.55,0.55,0,0.55,2.73,0,0,0,0.55,0.55,1.09
