stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,764.16,0,0,0,0,0,0,0,0,0,0,0,0,36.78,130.76,8.17,12.26,0,0,0,0,4.09,347.34,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,8.56,0,0,250.33,4.28,5.35,0,0,0,0,0,0,0,0,0,1.07,95.21,470.71,2.14,10.7,0,0,0,0,90.93,65.26,3.21,0,0,8.56,3.21,1.07,7.49,9.63,0,1.07,0,0,0
21Day,2.68,0,21.42,348.02,4.02,6.69,0,1.34,0,0,1.34,0,4.02,0,4.02,103.07,14.72,123.15,14.72,9.37,0,1.34,2.68,2.68,26.77,14.72,0,0,0,8.03,13.39,13.39,1.34,2.68,5.35,5.35,0,0,4.02
3Month,0.96,3.84,36.47,767.56,0.96,0,5.12,0.32,0.32,81.91,12.8,0,47.99,17.6,1.92,964.97,27.84,468.73,45.43,25.92,18.24,0.64,18.88,23.04,6.08,1.28,4.48,1.92,0,2.88,8.96,147.5,0.32,0.32,0,1.28,11.52,16,12.48
22Month,0,4.37,50.84,233.42,2.73,0,0.55,0,0,49.75,9.29,3.83,75.44,2.19,2.73,839.11,11.48,105.5,130.65,30.07,1.09,1.09,3.83,3.28,3.28,2.73,7.11,1.64,18.59,3.28,4.37,109.33,1.64,1.64,0,0,0.55,0,4.92
