stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,44.95,0,53.12,12.26,4.09,0,0,0,16.35,0,8.17,0,0,0,0,12.26,53.12,412.73,49.04,0,0,0,0,16.35,743.73,0,0,0,8.17,0,0,0,0,0,0,0,0
72hpf,2.14,32.09,0,27.81,9.63,6.42,0,2.14,0,5.35,0,0,0,0,5.35,0,13.91,51.35,25.67,58.84,0,11.77,0,0,43.86,123.03,0,0,0,40.65,0,3.21,19.26,0,2.14,0,0,0
21Day,17.4,16.06,4.02,113.78,1.34,29.45,0,6.69,0,9.37,1.34,0,6.69,2.68,37.48,2.68,4.02,32.12,60.23,141.88,0,0,5.35,0,40.16,68.27,4.02,0,0,44.17,14.72,10.71,18.74,6.69,2.68,0,1.34,6.69
3Month,0.96,10.24,0.96,32.63,0.32,0,1.6,0.32,0.96,101.42,0,0,21.44,15.36,3.52,8,0.96,8,112.3,16.32,2.24,0,2.56,2.88,2.24,2.88,2.24,8.32,0,0.32,3.2,280.6,0.64,0,1.6,6.08,151.34,9.28
22Month,0,30.07,1.09,19.68,0.55,0,3.83,1.64,1.64,271.14,2.19,0,37.72,11.48,17.49,7.11,0,3.83,166.73,16.4,0,1.64,0.55,0,3.83,2.73,2.73,1.09,4.92,0.55,0.55,72.16,4.37,0,0,1.09,0,6.56
