stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,77.64,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,12.26,0,0,0,0,8.17,24.52,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,1.07,0,36.37,1.07,3.21,0,0,0,0,0,0,0,0,0,0,830.16,0,7.49,0,1.07,1.07,1.07,35.3,23.54,0,0,0,7.49,0,0,0,3.21,0,0,0,0
21Day,4.02,0,0,53.54,0,4.02,0,0,0,0,1.34,0,0,4.02,1.34,0,168.66,0,6.69,0,0,1.34,1.34,6.69,1.34,0,0,0,2.68,4.02,0,1.34,0,2.68,0,0,0
3Month,0.32,3.84,1.92,134.38,0.32,0,1.92,0,40.95,9.6,0,19.2,14.72,0.32,21.12,2.56,251.16,13.12,9.28,1.28,0,5.44,9.6,0.64,0,5.76,0.64,0,0.96,1.92,0.64,58.23,0.32,0.32,2.24,9.6,10.88
22Month,2.19,6.56,0.55,38.81,0.55,0,2.73,1.09,5.47,18.04,1.64,39.36,13.12,4.37,5.47,0,48.65,5.47,10.39,0.55,0.55,8.2,1.64,1.09,0.55,5.47,1.64,0.55,0.55,0,0,57.4,1.64,0.55,0.55,0,4.92
