stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.78,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,3.21,93.07,0,0,0,0,0,0,1.07,3.21,0,0,0,0,0,0,0,0,0,0
21Day,1.34,0,30.79,16.06,2.68,0,0,0,0,0,0,0,0,14.72,0,16.06,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68,0,0,0
3Month,0.64,1.92,43.51,30.4,0,3.52,0.32,15.68,7.04,0,29.12,10.56,0,1135.82,1.6,6.08,15.04,7.04,2.24,0,1.92,7.04,0.64,0.64,0.32,0.32,0,0.64,8.32,6.08,0.64,1.92,3.2,6.4
22Month,0,3.83,41.55,7.65,0,0.55,0,11.48,6.56,3.83,53.03,3.28,1.09,1140.87,0,0.55,6.01,6.56,0.55,2.73,2.73,2.19,0,0,1.09,1.64,0.55,0,0,5.47,0,0,0,3.28
