stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,2.68,0,2.68,14.72,8.03,0,0,0,4.02,1.34,0,248.97,0,2.68,2.68,0,10.71,4.02,4.02,0,0,0,0,34.8,9.37,1.34,0,0,16.06,12.05,0,1.34,0,13.39,0,0,0,0
3Month,1.6,10.24,16.64,72.95,0,11.2,0.64,0.32,66.23,12.16,0,5250.69,26.56,1.28,65.59,16.32,18.56,11.84,16.32,5.76,9.6,16,24.96,3.2,0,5.44,2.24,0,0.96,65.27,7.36,1.92,0.32,0,0,8.32,3.52,12.8
22Month,7.11,19.68,16.95,47.01,0,45.92,1.64,0.55,31.71,47.56,4.92,17351.37,20.23,6.56,73.25,4.37,5.47,24.05,49.75,7.11,260.75,16.95,1.09,3.28,1.09,8.2,21.32,5.47,3.83,22.96,10.93,6.56,6.01,0,0.55,1.64,0,13.67
