stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,44.95,61.3,0,159.37,0,0,0,0,0,0,0,0,0,0,0,0,4.09,57.21,20.43,102.16,0,0,0,0,65.38,964.39,0,0,0,12.26,0,0,0,0,4.09,0,0,0
72hpf,20.33,26.74,0,52.42,10.7,5.35,0,1.07,0,0,0,0,0,0,2.14,1.07,19.26,133.72,1.07,48.14,0,7.49,0,1.07,163.68,241.77,3.21,12.84,0,73.82,2.14,0,22.47,1.07,3.21,0,0,0
21Day,60.23,16.06,1.34,180.7,5.35,14.72,0,1.34,0,1.34,0,0,1.34,0,8.03,1.34,8.03,44.17,5.35,46.85,0,0,6.69,1.34,57.56,52.2,0,6.69,0,24.09,13.39,1.34,28.11,0,9.37,0,0,0
3Month,0.64,26.88,3.84,289.87,0.64,0,1.92,1.28,0.32,11.52,7.36,0,201.57,8.96,2.24,37.11,18.88,148.14,11.2,19.2,3.84,0.64,10.56,4.16,7.04,2.24,15.36,25.92,0,5.12,5.44,67.19,3.84,0.32,0.96,5.76,9.92,5.12
22Month,0,24.6,7.65,113.7,1.09,0,4.92,0.55,0,16.4,14.21,43.73,1085.66,4.37,8.75,100.58,7.11,43.73,24.6,41,1.64,33.35,6.56,0,13.67,3.83,21.32,73.25,1.64,3.83,2.19,25.69,43.19,2.73,1.09,0,0,3.83
