stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,4.09,0,0,0,0,12.26,12.26,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,1.07,0,0,0,0,0,0,0,3.21,0,0,1.07,7.49,0,0,0,0,0,3.21,0,0,0,0,0,0,2.14,1.07,0,0,0,0,0
21Day,2.68,0,1.34,18.74,0,4.02,0,18.74,0,1.34,0,1.34,2.68,91.02,1.34,5.35,5.35,34.8,4.02,0,0,0,0,1.34,4.02,0,0,0,2.68,2.68,2.68,0,0,1.34,0,0,34.8
3Month,0.32,0.64,0.64,34.55,0.64,0,0.96,4.16,24.32,14.72,0.32,47.03,15.04,21.12,71.99,3.84,4.8,25.6,4.8,0.32,0,9.92,1.92,1.28,0,0.96,0.64,0,0,2.56,67.51,0,0.64,0,0.96,4.16,91.19
22Month,0,2.19,4.92,26.79,0,0,1.64,8.75,13.67,36.63,20.77,139.4,16.4,37.72,75.44,3.83,7.11,74.35,6.01,0,5.47,3.83,0,1.09,1.09,3.28,0,0.55,0,0,55.21,0,1.09,0,0.55,0,41.55
