stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,4.09,0,16.35,0,0,0,0,0,0,0,4.09,0,0,0,0,12.26,4.09,0,12.26,0,0,0,4.09,16.35,237.01,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,6.42,4.28,0,12.84,2.14,11.77,0,0,0,0,0,0,0,0,0,0,13.91,21.4,2.14,27.81,0,0,1.07,3.21,158.33,90.93,1.07,1.07,20.33,0,0,9.63,1.07,4.28,2.14,0,0,0
21Day,8.03,4.02,1.34,33.46,0,20.08,0,12.05,0,1.34,0,0,0,0,18.74,0,4.02,9.37,10.71,42.83,1.34,1.34,4.02,2.68,44.17,44.17,0,0,6.69,1.34,1.34,6.69,0,2.68,0,4.02,0,2.68
3Month,0,1.92,0.64,25.92,0.64,0,0,1.28,1.92,8,0.32,0,24,4.48,1.92,10.88,0.64,12.48,7.68,11.2,0.64,0,2.56,3.2,1.28,0,1.28,0.32,0,2.56,10.56,0,0,0,0,3.52,8.64,8
22Month,0.55,7.11,1.64,12.57,0,0,0.55,0.55,1.64,13.12,5.47,0,102.22,5.47,2.73,16.95,1.09,1.64,12.03,7.65,0,4.92,0,0,0.55,0.55,2.73,0.55,0.55,0,3.28,2.73,1.64,0,0,0.55,0,4.37
