stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,69.47,12.26,0,32.69,0,0,0,0,0,0,0,0,0,24.52,0,8.17,16.35,0,0,0,0,0,228.84,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,51.35,29.95,0,12.84,4.28,0,0,2.14,0,2.14,0,0,0,84.51,7.49,0,104.84,0,41.72,0,0,636.53,41.72,0,0,0,47.07,51.35,0,4.28,0,1.07,0,0,0
21Day,28.11,30.79,4.02,26.77,6.69,0,1.34,0,0,30.79,0,1.34,10.71,0,6.69,0,70.94,0,0,1.34,0,95.04,9.37,0,0,0,18.74,74.96,0,0,1.34,1.34,0,0,0
3Month,0.64,38.71,7.04,108.78,0,1.92,5.12,3.2,0,682.13,5.12,0,82.55,1.92,5.76,2.88,6.08,1.6,1.92,14.72,1.6,0.96,0.32,0.64,0.64,0,0.32,23.36,9.92,0,0.64,0.32,3.2,6.72,4.16
22Month,2.19,59.04,4.92,311.59,0,2.73,6.01,13.67,88.01,1891.97,9.29,1.64,168.92,0.55,2.73,15.31,10.93,0,40.45,2.19,0,1.09,0,2.19,1.09,5.47,0,9.29,19.13,1.64,0.55,0.55,1.09,0,3.28
