stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,16.35,0,0,0,0,0,0,0,0,0,0,8.17,0,20.43,12.26,0,0,0,0,93.99,335.09,4.09,0,0,0,0,0,0,0,8.17,0,0,0
72hpf,22.47,2.14,0,6.42,0,5.35,0,0,0,0,0,0,0,0,1.07,26.74,1.07,21.4,0,0,1.07,0,1369.33,197.91,2.14,14.98,16.05,0,0,59.91,0,0,1.07,0,0,0
21Day,10.71,2.68,2.68,24.09,0,18.74,4.02,0,1.34,0,0,1.34,13.39,1.34,4.02,9.37,6.69,33.46,0,0,2.68,0,701.39,139.21,1.34,32.12,13.39,17.4,0,50.86,1.34,6.69,2.68,0,0,4.02
3Month,0.32,3.84,0.96,17.6,0.64,0,0,2.56,5.44,0,24,2.88,0,7.36,1.28,3.2,7.04,8.96,1.28,0,1.28,0.64,96.62,7.68,2.56,38.39,0.32,1.28,6.08,2.56,0,0,0,1.92,3.52,1.92
22Month,0.55,7.65,0.55,7.11,0,0,0,0.55,5.47,1.09,71.07,3.28,1.09,2.73,0.55,0.55,2.73,11.48,0,0.55,0,0,64.51,1.64,3.28,95.66,0,0,1.09,5.47,1.09,0,0.55,1.09,0,2.19
