stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,2.14,2.14,0,0,0,0,0,0,0,1.07,1.07,1.07,3.21,0,1.07,0,241.77,4.28,0,2.14,0,0,0,1.07,0,0,0,0,0
21Day,4.02,2.68,1.34,9.37,18.74,4.02,0,2.68,2.68,1.34,8.03,0,1.34,12.05,4.02,20.08,0,1.34,0,666.59,12.05,2.68,10.71,18.74,0,8.03,12.05,8.03,2.68,0,0,4.02
3Month,0,0,0.32,0.32,0,0,0.96,0.64,1.92,0.32,0,1.28,0,0.32,2.24,1.28,0,0.32,0.32,9.92,0,0,0,0.96,8.64,2.24,0.32,0,0.32,0.96,57.27,0.64
22Month,0.55,1.09,0,1.09,0,0,0,2.19,3.28,0.55,0,0.55,0,0,0,1.64,0.55,0,0,14.76,0.55,0,0,0.55,2.73,3.83,3.83,0,0,0,0,0
