stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,4.09,122.59,0,0,0,0,0,0,0,0,0,0,0,0,20.43,12.26,290.13,0,0,0,159.37,347.34,0,0,0,36.78,0,0,0,0,0,0,0,0,0
72hpf,32.09,9.63,32.09,2.14,3.21,0,0,0,0,0,0,0,0,0,4.28,67.4,6.42,118.75,0,10.7,1.07,47.07,105.91,0,1.07,0,99.49,0,0,9.63,0,1.07,7.49,0,0,0
21Day,16.06,1.34,101.73,0,5.35,0,0,0,0,0,0,0,1.34,1.34,2.68,21.42,16.06,207.47,0,62.91,0,24.09,18.74,0,0,0,52.2,6.69,0,2.68,2.68,0,14.72,0,0,1.34
3Month,0.64,4.8,57.27,0,0,0.64,0.32,1.6,2.56,0,3.52,0.32,0,3.84,0.64,39.03,22.72,48.31,7.36,10.56,0,2.56,0,0.96,0.64,0,0.32,1.92,1.6,0.32,0,0,0.64,1.6,0.32,1.92
22Month,0,2.73,15.85,0,0,0,0,1.09,1.64,0.55,9.29,0,0.55,1.09,0,12.57,10.93,71.61,2.73,4.92,0,2.19,0,0,0.55,0.55,0.55,0,0,3.28,0,0,0,0.55,0,0
