stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,12.26,8.17,0,0,0,0,4.09,0,12.26,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,0,2.14,0,1.07,0,0,0,0,0,0,0,0,0,2.14,7.49,4.28,2.14,0,0,0,0,4.28,2.14,0,0,6.42,0,0,1.07,0,1.07,0,0,0
21Day,1.34,0,1.34,9.37,0,1.34,0,0,0,4.02,0,1.34,1.34,2.68,4.02,6.69,10.71,0,0,1.34,0,5.35,1.34,0,0,2.68,0,0,0,1.34,0,0,0,0
3Month,0,3.52,3.52,36.47,0.96,1.6,5.12,1.6,0.64,60.47,0.96,3.52,17.28,5.12,9.92,39.67,9.6,1.28,0,0,3.84,3.52,0.32,3.52,1.6,0.64,0.96,8.64,0.32,0,0.32,2.24,4.16,6.4
22Month,0,12.57,1.64,27.33,1.09,0.55,4.37,8.75,9.29,152.52,3.83,7.11,21.32,0.55,2.73,48.11,4.37,0,7.65,0,0,1.09,1.09,5.47,2.19,0,1.09,3.28,2.19,0,0,2.19,0,4.37
