stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,8.17,0,12.26,0,0,0,0,110.33,20.43,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,6.42,1.07,0,0,0,0,0,0,0,0,0,0,19.26,0,26.74,0,0,2.14,0,11.77,10.7,0,0,0,17.12,0,1.07,2.14,0,0,0,0
21Day,4.02,1.34,1.34,12.05,4.02,0,1.34,0,1.34,0,0,0,10.71,0,0,2.68,2.68,104.41,0,0,4.02,0,1.34,6.69,0,0,0,16.06,1.34,0,0,0,0,0,12.05
3Month,2.56,14.4,0.32,32.63,1.28,0.64,0.32,2.24,11.2,0,21.12,10.24,3.84,10.24,1.92,37.43,19.52,950.25,5.12,0,5.44,1.28,1.28,0.32,1.92,0.32,0,5.12,5.12,84.47,1.6,2.24,10.24,9.92,95.02
22Month,0,6.56,0,6.01,0,0.55,0,1.64,7.65,3.28,49.2,7.11,8.75,4.37,0,3.28,13.67,102.77,2.73,1.09,0,0,1.64,0.55,0.55,0.55,0.55,0.55,0,21.87,7.65,0,1.64,0,27.88
