stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,3.21,0,4.28,0,0,0,0,0,0,0,0,0,1.07,0,3.21,2.14,0,1.07,0,0,0,2.14,0,0,1.07,0,0,1.07,0,0,0,0,0
21Day,1.34,0,0,4.02,0,12.05,0,0,0,0,0,10.71,0,4.02,2.68,0,13.39,0,5.35,0,0,6.69,0,1.34,1.34,0,0,2.68,0,1.34,0,0,1.34,0,0,0
3Month,0.32,5.44,3.84,1079.83,0.64,0,3.2,0.32,4.16,13.12,0.32,627.1,14.72,0.64,57.27,4.48,105.26,6.4,11.52,4.48,0.64,3.2,5.44,1.92,0,0.96,0.32,0.96,14.08,43.51,0.32,0.96,0.32,5.76,24,14.08
22Month,0.55,6.56,0,11.48,0,0,3.28,0,0,2.73,2.73,636.31,0.55,0,24.05,0.55,0,2.19,4.37,0,20.23,1.09,0,0.55,0,0.55,1.09,0,1.64,26.24,0,0.55,0.55,0.55,0,1.09
