stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,31.02,12.84,0,43.86,80.23,118.75,3.21,0,1.07,0,0,2.14,0,108.05,85.58,5.35,1567.24,0,4.28,1.07,0,466.43,224.66,3.21,3.21,96.28,2.14,0,46,6.42,0,5.35,0
21Day,60.23,4.02,6.69,240.94,8.03,165.98,24.09,1.34,14.72,38.82,2.68,53.54,22.76,14.72,93.7,26.77,784.38,1.34,1.34,26.77,2.68,311.88,107.08,6.69,9.37,72.28,41.49,5.35,24.09,16.06,34.8,10.71,41.49
