stage,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,24.52,0,0,0,0,4.09,4.09,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,0,0,2.14,5.35,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,3.21,1.07,0,0,0,0,1.07,0,0,0,1.07,0,0,0
21Day,1.34,0,152.59,4.02,0,1.34,0,0,0,0,0,1.34,0,4.02,13.39,2.68,1.34,0,0,0,0,0,2.68,0,0,0,1.34,2.68,0,1.34,0,1.34,0,0,0
3Month,1.92,0.32,242.84,0,0,0,2.56,1.92,0,10.88,2.56,0,5.44,8.64,5.76,0.96,6.4,0.64,0,30.72,1.6,1.6,0,1.6,0.32,0,1.6,3.84,11.2,0,0,0,15.36,3.2,1.92
22Month,0.55,0.55,239.98,0,1.09,0,2.19,3.83,0.55,30.07,2.19,0,6.56,0.55,2.73,4.37,7.65,0,0.55,32.25,2.19,0,0,1.64,0.55,0.55,0.55,0,11.48,1.64,0.55,0,1.09,0,1.64
