stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,8.17,49.04,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,2.14,0,1.07,0,0,0,0,0,0,0,0,0,2.14,8.56,0,5.35,0,0,0,0,22.47,12.84,0,0,2.14,0,1.07,0,0,2.14,0,0,0
21Day,1.34,0,1.34,9.37,0,9.37,0,2.68,0,0,0,0,0,1.34,1.34,0,8.03,5.35,8.03,0,0,0,0,6.69,1.34,0,0,4.02,1.34,0,1.34,0,0,0,0,1.34
3Month,0,0.64,1.28,12.48,0.32,0,0,0.32,2.24,4.8,0,17.92,4.48,0,6.4,0.64,5.76,5.76,6.08,0.32,0,1.6,0.32,0.64,0.32,1.6,0.96,0.32,0.64,14.72,0,0,0,1.28,13.12,5.12
22Month,0.55,2.73,1.09,4.37,0.55,0,0.55,0.55,1.09,8.75,1.64,47.01,3.83,0.55,11.48,0.55,1.09,5.47,7.65,0.55,2.73,1.64,0,0,0,2.73,1.09,0,0,3.28,0,0.55,0.55,0.55,0,1.64
