stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.63,9.63,0,0,0,0,0,0,3.21,2.14,0,0,0,0,0,0,0,0,0,0,0,0
21Day,1.34,0,5.35,17.4,0,0,0,0,0,0,0,1.34,0,2.68,13.39,1.34,12.05,0,0,0,0,0,0,2.68,0,0,0,0,0,0,0,0,0,0,0,0,0
3Month,0.32,1.92,28.16,61.75,0.32,2.56,0.64,0.32,88.31,6.08,2.56,33.27,6.08,0.64,802.43,43.83,7.04,19.52,4.16,0.96,0,5.76,4.48,1.92,0,16,0.32,0,0.96,3.84,6.08,0,0,0,1.92,4.8,6.4
22Month,0,0.55,10.39,43.19,0.55,0,0.55,0,17.49,6.56,6.01,42.09,1.64,1.64,85.82,6.01,1.64,8.2,8.75,0,2.73,6.01,0,1.09,0,9.29,0,0.55,0,0,3.28,2.19,0.55,0.55,0.55,0,4.37
