stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,28.6,110.33,8.17,0,0,0,0,0,0,0,0,0,0
72hpf,24.61,7.49,0,17.12,12.84,10.7,0,0,0,0,0,0,0,0,0,0,3.21,33.16,0,26.74,0,2.14,0,2643.45,206.47,3.21,4.28,40.65,0,0,25.67,63.12,12.84,3.21,0,0
21Day,10.71,0,4.02,24.09,8.03,25.43,0,2.68,0,2.68,0,0,0,2.68,5.35,5.35,0,5.35,4.02,37.48,0,0,4.02,891.46,56.22,5.35,2.68,16.06,17.4,2.68,10.71,38.82,13.39,2.68,0,8.03
3Month,0.32,1.92,0,7.68,1.92,0,0,0,0.64,1.92,0.64,0,5.44,0.96,0,1.28,0,3.2,0.32,12.8,0.64,0,3.2,12.48,0,7.68,0.64,0.32,0.32,3.2,0.32,0.96,0,0.64,11.52,0.96
22Month,0,2.19,0,6.56,1.09,0,1.09,0,0,2.19,1.09,0,35.53,1.09,0,4.37,0,1.09,0.55,13.67,1.64,0.55,2.19,16.4,1.64,13.67,0.55,0,0,11.48,10.39,7.65,0,0,0,0.55
