stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,4.09,73.56,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,3.21,3.21,0,0,0,0,0,0,0,0,0,0,2.14,0,19.26,0,0,0,0,284.56,18.19,1.07,2.14,0,4.28,0,1.07,2.14,33.16,33.16,0,0,0,0
21Day,1.34,0,0,4.02,2.68,1.34,0,0,1.34,0,0,1.34,1.34,2.68,0,0,4.02,1.34,25.43,0,0,0,0,76.3,14.72,4.02,1.34,0,8.03,4.02,0,5.35,5.35,37.48,0,0,0,1.34
3Month,0,0.32,0.96,69.43,0.32,0,0.32,0.32,3.2,2.88,0,8.96,3.2,0.32,3.52,1.28,3.52,7.04,18.56,3.52,0,4.16,0.32,16,0.32,18.56,0.32,0,3.2,0.96,22.4,1.28,0.96,0.32,0.32,0.32,2.56,1.28
22Month,0,2.19,0.55,27.33,0.55,0,0.55,0,3.28,5.47,1.09,42.64,1.64,0.55,7.11,1.09,1.64,4.92,14.21,2.19,0.55,4.37,0,10.93,1.09,24.6,3.28,1.64,1.09,0.55,36.63,2.73,6.01,0,0.55,0.55,0,0.55
