stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,151.2,12.26,0,0,0,0,0,4.09,0,0,0,0,0,4.09,8.17,4.09,114.42,0,0,0,0,4.09,478.11,0,0,0,0,0,0,0,0,12.26,0,0,0
72hpf,82.37,6.42,0,55.63,151.91,14.98,0,0,0,0,0,0,0,0,3.21,0,3.21,82.37,1.07,1638.92,0,0,40.65,0,205.4,142.28,5.35,5.35,569.13,1.07,0,42.79,0,0,5.35,0,0,0
21Day,45.51,2.68,2.68,34.8,42.83,13.39,0,1.34,0,0,0,0,5.35,0,2.68,5.35,1.34,16.06,4.02,870.05,0,0,50.86,0,53.54,24.09,4.02,6.69,108.42,21.42,2.68,18.74,2.68,4.02,4.02,17.4,0,1.34
3Month,0.64,0.64,3.84,52.47,14.4,0,1.92,0,0.64,17.28,9.28,0,55.99,5.12,0,10.56,3.52,19.52,9.28,383.94,6.4,0.64,19.2,1.6,38.07,1.92,24.64,20.8,107.18,9.28,77.11,1.28,0,0,1.92,38.71,55.03,5.76
22Month,0.55,1.64,6.56,38.81,4.92,0,3.28,0,0,12.03,6.56,2.19,44.83,2.73,1.09,10.39,1.09,12.57,2.19,247.63,1.64,1.09,8.2,0,36.08,2.73,32.8,11.48,63.96,0.55,54.12,2.19,2.19,0,0,4.37,0,3.28
