stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,24.52,0,20.43,0,0,0,0,0,53.12,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,0,1.07,0,0,0,0,0,0,0,0,0,3.21,8.56,0,5.35,0,0,0,0,155.12,25.67,2.14,0,4.28,0,1.07,3.21,1.07,0,0,0,0,0
21Day,2.68,0,0,6.69,0,4.02,0,0,0,0,0,0,0,0,0,0,1.34,5.35,0,0,0,0,73.62,10.71,4.02,1.34,1.34,5.35,0,4.02,1.34,4.02,0,0,0,0
3Month,0.64,0.64,0.32,5.12,0,0,0.64,0.32,2.56,0,11.52,2.56,0,2.24,1.28,3.52,2.24,3.52,1.28,0,0.96,0.96,8.32,0.96,13.12,0,0.32,0.64,37.43,0.32,0,0,0.64,3.52,258.52,1.6
22Month,0,1.64,2.19,2.73,0,0,0,0.55,2.73,1.09,131.74,0,2.19,3.83,0.55,1.64,2.73,3.28,0.55,3.28,0,0.55,17.49,2.19,9.84,0,0.55,0.55,25.69,1.09,0.55,0,0,1.64,1.64,1.09
