stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,4.09,0,0,0,8.17,0,69.47,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,5.35,10.7,0,0,0,0,0,0,0,0,2.14,2.14,0,0,0,0,0,2.14,34.23,17.12,0,0,2.14,0,0,14.98,1.07,2.14,0,0,0
21Day,0,0,0,1.34,10.71,0,0,0,0,0,0,0,0,0,0,0,1.34,0,0,1.34,1.34,6.69,2.68,0,0,0,1.34,0,1.34,0,4.02,0,0,0
3Month,0.64,2.24,2.56,148.78,8.96,2.24,2.24,4.8,0.32,39.03,9.6,0.96,15.36,28.16,8.32,9.28,7.36,2.56,0.32,3.2,8,20.16,0,3.84,2.56,0.64,5.44,105.9,1.6,0.32,1.28,1.92,1780.2,9.6
22Month,0,0.55,0,32.8,2.73,0,0,0,0.55,10.39,1.64,0,1.64,4.37,0,1.09,1.09,0,1.09,0,0,2.73,0,1.09,1.09,0,0.55,1.64,0.55,0,0.55,0,0,0.55
