stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,32.69,0,1708.12,8.17,8.17,0,12.26,0,4.09,28.6,0,408.64,0,0,4.09,0,241.1,915.35,1107.42,53.12,0,8.17,0,8.17,16.35,302.39,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,10.7,5.35,0,393.68,46,12.84,0,18.19,0,1.07,23.54,0,2.14,1.07,0,40.65,1.07,158.33,1142.54,8.56,24.61,0,3.21,2.14,14.98,121.96,56.7,3.21,0,25.67,20.33,0,0,8.56,2.14,1.07,1.07,0,0,2.14
21Day,41.49,2.68,10.71,2540.54,30.79,135.19,0,105.74,0,18.74,160.62,0,0,40.16,105.74,1168.54,28.11,196.76,1349.24,240.94,132.51,0,1.34,70.94,0,192.75,89.68,20.08,4.02,49.53,116.45,0,1.34,13.39,8.03,41.49,1.34,0,0,750.92
3Month,2.24,7.68,10.88,756.68,4.48,0,8.96,9.28,0.32,132.14,326.03,0,0,59.51,711.25,20.8,107.82,53.43,198.69,73.59,27.84,4.16,0,90.23,11.84,23.36,1.6,20.16,4.16,2.24,12.8,1.6,11.52,0.64,0.64,0,0.32,9.92,13.76,558.63
22Month,0.55,13.67,23.51,284.26,2.19,0,7.65,5.47,0,84.18,674.57,62.32,0,61.23,241.07,37.72,132.84,16.95,46.47,80.9,12.03,0,3.83,38.81,1.64,21.87,1.64,25.69,0.55,0,2.19,0,0,4.92,2.73,0,0,1.09,0,249.27
