stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,24.52,0,20.43,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,93.99,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,103.77,0,24.61,63.12,1.07,0,2.14,0,0,0,0,0,0,1.07,0,1.07,56.7,2.14,13.91,0,0,1.07,0,11.77,24.61,0,0,4.28,0,0,9.63,0,16.05,0,0,0
21Day,4.02,50.86,1.34,84.33,60.23,6.69,0,5.35,0,0,0,0,1.34,0,4.02,1.34,0,40.16,1.34,32.12,0,0,25.43,0,1.34,21.42,0,0,13.39,12.05,4.02,10.71,1.34,6.69,0,0,0
3Month,0.64,125.74,0,30.08,19.2,0,0.64,3.2,0,1.28,3.2,0.32,9.28,2.56,0.64,3.52,1.28,29.76,4.48,14.4,7.04,0,1.92,0.96,1.28,0.32,2.56,0.96,1.28,0.32,19.52,0.64,0,2.56,39.03,3.52,2.88
22Month,0,376.65,2.19,42.64,7.65,0,1.64,2.73,4.92,2.73,5.47,1.64,59.59,2.73,0.55,6.01,1.09,45.37,7.11,53.57,1.09,3.83,4.37,0,0.55,0,9.29,0,1.64,0,14.21,4.92,0.55,2.19,15.85,0,1.64
