stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,273.79,32.69,0,0,0,0,0,0,53.12,0,0,0,0,85.81,674.26,0,12.26,0,0,0,8.17,4.09,114.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,19.26,2.14,1.07,312.38,242.84,17.12,0,2.14,0,0,0,0,0,0,0,0,105.91,3530.31,2.14,41.72,0,2.14,0,3.21,194.7,83.44,4.28,2.14,0,218.24,1.07,0,2.14,7.49,0,1.07,3.21,0,0,0
21Day,21.42,1.34,12.05,1827.1,109.76,32.12,0,5.35,12.05,1.34,0,0,4.02,0,12.05,12.05,119.13,1598.21,8.03,46.85,0,6.69,49.53,1.34,77.63,28.11,9.37,1.34,0,82.99,38.82,0,2.68,5.35,2.68,20.08,0,0,0,4.02
3Month,0.96,9.6,104.3,3138.7,41.91,0,14.08,0.64,665.49,27.84,2.24,0,139.5,44.15,1.92,987.36,273.88,761.16,32.31,44.15,10.24,0.96,308.75,48.63,37.75,2.88,61.75,8.64,0,65.59,30.4,0.32,82.23,3.52,0.32,0,3.2,41.91,164.77,29.12
22Month,1.09,15.85,137.76,1964.68,40.45,0,4.37,0.55,437.32,33.89,58.49,0,194.61,15.31,2.73,1293.38,72.71,458.64,34.44,23.51,3.28,12.57,155.8,4.37,24.6,1.64,82.54,11.48,6.56,53.03,5.47,0,60.13,4.37,3.28,0,0.55,0.55,0.55,9.29
