stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,8.17,0,20.43,0,4.09,0,0,0,0,0,0,0,0,28.6,8.17,0,20.43,0,0,0,4.09,24.52,1082.9,12.26,0,4.09,0,0,0,0,0,0,0
72hpf,3.21,1.07,0,14.98,29.95,5.35,0,0,0,0,0,0,1.07,0,1.07,21.4,0,8.56,0,1.07,0,2.14,184,115.54,1.07,1.07,7.49,0,1.07,49.21,2.14,0,0,0
21Day,0,0,0,5.35,25.43,5.35,0,0,1.34,0,0,0,8.03,0,0,5.35,2.68,9.37,0,0,0,0,49.53,25.43,1.34,2.68,2.68,0,2.68,25.43,0,0,0,2.68
3Month,0.32,0,1.28,15.36,3.52,0,0.64,0.64,1.6,0,11.84,2.56,0,6.72,2.88,3.2,1.28,1.6,0.64,0,0.64,0.32,7.04,0.64,1.28,0,0.32,2.56,47.35,0.64,0.32,0.32,261.4,0.96
22Month,0,1.09,0,8.2,0,0,0,0.55,1.09,0.55,6.56,0.55,0,4.37,1.64,0,1.09,1.09,0,0,0.55,0,2.19,1.64,1.09,0,0,0,51.39,0,0,0,1.09,1.64
