stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,351.43,4.09,0,0,0,0,0,0,4.09,0,0,0,0,0,2035.03,24.52,12.26,0,0,0,4.09,4.09,187.97,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,49.21,2.14,1.07,0,0,0,0,1.07,0,0,0,0,0,0,388.33,0,0,0,0,0,0,24.61,5.35,0,0,1.07,0,0,0,0,0,0,0,0
21Day,2.68,2.68,0,987.84,0,4.02,0,6.69,0,0,0,0,2.68,0,0,2.68,0,54.88,1.34,16.06,0,0,1.34,0,14.72,13.39,0,0,12.05,13.39,0,2.68,9.37,0,0,0,5.35
3Month,0,1.6,2.24,686.61,0.32,0,0.96,0,2.24,3.84,0,0,16.32,7.04,0.32,7.68,8.32,181.41,6.08,9.28,11.52,0,0.32,0.64,4.8,0,0.64,1.28,0,3.2,6.08,0,0,0.32,1.28,3.2,4.48
22Month,0.55,1.09,0,28.43,0.55,0,2.19,0,0,1.09,0.55,0,12.03,0,0,3.83,1.09,4.37,1.09,0.55,0,0.55,0,0,0.55,0,0.55,0,0,0,1.09,0,0,0,0,0,0.55
