stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,12.26,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,4.09,8.17,69.47,0,0,0,0,8.17,171.63,0,0,0,12.26,0,0,0,0,0,0,0,0,0
72hpf,3.21,2.14,0,9.63,0,6.42,0,0,0,0,0,0,0,0,0,0,5.35,14.98,10.7,34.23,0,1.07,1.07,2.14,35.3,87.72,0,0,0,20.33,0,0,0,8.56,0,1.07,0,0,0
21Day,12.05,0,0,46.85,0,5.35,0,5.35,0,4.02,0,0,1.34,1.34,5.35,1.34,2.68,6.69,14.72,34.8,0,0,4.02,0,22.76,68.27,0,5.35,0,10.71,6.69,0,2.68,5.35,1.34,2.68,1.34,0,8.03
3Month,0.32,12.48,3.52,91.51,0.96,0,0.96,0.96,10.56,16.64,0.32,0,55.03,24.64,4.48,42.87,9.28,22.72,45.43,39.67,5.76,0,4.48,11.2,4.8,1.6,3.2,9.92,0,0.32,3.2,0.32,39.35,0.64,0,0.64,20.48,16.32,12.16
22Month,1.64,14.21,4.92,36.08,0,0,1.09,1.09,5.47,43.73,17.49,0,166.73,10.93,6.01,32.25,3.28,4.92,78.72,43.19,1.09,6.01,3.28,0.55,2.19,0.55,2.19,8.2,0.55,0.55,1.64,0,8.2,2.19,1.64,0.55,2.19,0.55,6.01
