stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,24.52,0,0,0,0,0,0,0,8.17,0,0,0,0,4.09,8.17,0,8.17,0,0,0,0,12.26,81.73,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,0,4.28,0,4.28,0,1.07,0,1.07,0,2.14,0,0,0,0,0,0,3.21,23.54,1.07,9.63,0,1.07,0,0,174.38,19.26,0,0,11.77,0,0,8.56,1.07,0,5.35,0,0,0
21Day,1.34,0,0,22.76,1.34,5.35,0,4.02,0,1.34,0,0,1.34,0,1.34,0,0,8.03,1.34,10.71,0,0,2.68,0,25.43,2.68,0,4.02,6.69,1.34,0,2.68,0,4.02,1.34,0,0,4.02
3Month,0.64,2.24,0.32,30.08,0,0,0.64,0,13.76,4.8,0,0,16.64,14.08,0.96,7.04,2.56,7.04,4.16,6.08,0.96,0,3.52,0.96,2.24,0,0.64,0.96,0.64,0.64,18.88,0.32,0,0,0.32,2.88,8.96,8.96
22Month,0,2.19,3.83,24.05,0.55,0,0,0.55,10.39,20.23,3.28,0,64.51,7.65,2.19,10.93,1.64,2.19,6.56,6.56,0,2.73,2.19,0,1.09,0,2.19,0.55,2.19,0,3.28,2.19,0.55,0,0,0,0,11.48
