stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,69.47,0,98.07,8.17,0,0,0,0,0,4.09,0,0,0,0,0,0,8.17,12.26,28.6,433.16,0,0,0,0,122.59,874.49,8.17,0,0,24.52,0,0,0,0,0,0,0,0,0
72hpf,59.91,70.61,0,71.68,37.44,37.44,0,3.21,0,0,1.07,0,1.07,0,0,18.19,0,26.74,157.26,4.28,262.1,0,23.54,7.49,0,3476.82,424.71,4.28,7.49,0,239.63,3.21,2.14,87.72,7.49,4.28,11.77,0,0,0
21Day,28.11,9.37,2.68,136.53,13.39,84.33,0,34.8,0,2.68,2.68,0,0,13.39,0,54.88,9.37,4.02,61.57,16.06,277.08,0,0,30.79,0,942.33,143.22,8.03,10.71,0,105.74,38.82,5.35,24.09,12.05,14.72,6.69,0,0,33.46
3Month,1.6,59.19,0.96,221.4,3.84,0,5.44,4.48,0.64,32.95,34.87,0.96,0,153.9,23.36,8.64,41.59,25.28,76.15,31.04,172.13,39.99,0.32,33.91,6.72,69.11,6.72,32.31,15.04,0,14.72,8.96,440.57,6.72,0,0,3.2,44.47,575.59,40.63
22Month,1.09,81.45,7.11,136.66,3.28,0,4.37,7.11,0,14.76,39.36,28.97,0,252.01,10.93,14.76,41.55,6.01,16.95,56.85,171.1,5.47,10.39,24.6,1.09,39.36,4.92,26.24,21.87,2.19,8.2,4.37,63.41,17.49,13.12,0,1.09,8.75,4.92,21.87
