stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,8.17,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,0,0,0,0,0,7.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,4.02,0,0,868.71,0,22.76,0,4.02,0,0,0,0,1.34,0,0,1.34,2.68,119.13,0,5.35,0,1.34,0,6.69,20.08,0,0,0,10.71,8.03,0,0,21.42,8.03,0,0,0,1.34
3Month,0,2.24,1.92,1185.09,0.32,0,2.56,0.64,0.64,4.8,17.92,0.32,26.88,25.28,1.92,12.16,3.84,44.79,26.24,15.68,3.2,4.16,1.6,0.32,0.32,1.6,1.92,0,0.32,8.96,8,0.96,0,0,0.32,7.36,5.76,17.28
22Month,0,2.19,6.01,326.9,0,0,2.73,0.55,0,5.47,27.33,6.01,21.87,16.95,3.83,5.47,0.55,50.29,32.8,7.65,0,0.55,0,0.55,0.55,0,0,0.55,0,1.09,6.01,0.55,0.55,0,0,0,0,7.65
