stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,4.09,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,1.07,0,0,4.28,0,0,0,0,13.91,0,0,0,0,1.07,0,1.07,0,116.61,0,0,0,0,0
21Day,4.02,0,0,2.68,6.69,0,0,2.68,0,0,2.68,0,1.34,0,1.34,1.34,0,6.69,0,0,1.34,0,10.71,1.34,0,1.34,0,5.35,4.02,0,2.68,455.1,5.35,0,0,1.34,1.34
3Month,0.64,1.92,0,20.8,0,1.28,0.32,2.24,5.44,0,31.36,4.8,0,9.28,1.92,4.16,7.04,5.76,1.6,0,1.28,1.92,0.64,0,2.56,0,0,0.64,1.28,155.5,0.96,25.6,0,0.32,2.24,92.79,4.8
22Month,2.73,12.03,3.28,41,0,1.64,1.09,6.01,47.01,16.95,840.75,13.12,7.65,48.65,1.09,9.84,30.61,42.09,1.09,28.97,4.92,0.55,7.11,0.55,4.92,5.47,1.64,1.09,1.09,67.24,11.48,1672.76,0.55,0,3.28,0,13.67
