stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
72hpf,28.88,7.49,0,33.16,67.4,101.63,6.42,0,0,0,0,1.07,0,86.65,77.02,4.28,1338.31,4.28,0,1.07,400.1,184,2.14,98.42,0,0,37.44,10.7,1.07,8.56,0,0
21Day,30.79,8.03,2.68,101.73,4.02,61.57,5.35,1.34,9.37,22.76,1.34,28.11,22.76,4.02,56.22,16.06,414.95,0,17.4,1.34,121.81,54.88,1.34,34.8,30.79,2.68,13.39,6.69,16.06,8.03,1.34,16.06
