stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,4.09,69.47,0,12.26,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,4.28,0,0,0,0,0,0,0,0,0,0,1.07,14.98,0,1.07,0,0,0,0,4.28,3.21,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,13.39,1.34,0,0,0,0,0,0,0,0,0,1.34,14.72,24.09,9.37,4.02,0,0,1.34,0,4.02,1.34,0,1.34,0,0,0,0,4.02,0,1.34,0,0,1.34
3Month,1.28,6.72,51.83,511.6,0.32,8.64,0.64,0,85.11,19.52,0,67.83,20.16,1.92,2679.58,14.4,90.87,31.67,31.36,3.2,1.28,6.72,9.6,1.92,1.28,6.4,0.64,0,1.28,22.4,19.2,0.32,1.6,0,8.32,16.64,19.2
22Month,1.64,27.88,351.5,525.88,1.64,6.56,2.19,0.55,637.95,42.64,20.77,412.18,14.21,7.11,10405.57,27.88,141.04,51.39,56.85,1.09,24.6,86.92,0.55,2.19,0,69.43,14.21,2.19,2.73,9.29,11.48,7.65,0,1.09,7.65,0,37.17
