stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,4.09,4.09,0,0,4.09,0,0,0,0,0
72hpf,0,0,0,3.21,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,1.07,3.21,0,0,1.07,0,0,0,0,0
21Day,0,0,2.68,2.68,0,0,0,0,0,1.34,0,0,0,1.34,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0
3Month,0.32,0.32,5.12,0.64,0.32,0.32,0.96,8.32,0.96,0.32,2.88,0.32,1.92,3.2,0.96,0.32,0.64,0.64,0,0.32,0.32,0.64,0,1.6,72.31,0.96,309.07,0.64
22Month,0,0,0,0,0,0,0.55,0.55,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,6.56,0,0.55,0
