stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,12.26,0,0,0,0,0,0,0,4.09,0,0,0,0,0,8.17,8.17,40.86,0,0,0,0,0,85.81,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,6.42,0,0,0,1.07,0,0,0,0,0,0,0,0,6.42,10.7,1.07,8.56,0,1.07,0,0,31.02,16.05,0,0,0,8.56,0,3.21,0,0,0,0,0,0
21Day,5.35,4.02,1.34,91.02,0,9.37,0,17.4,0,1.34,0,0,1.34,0,25.43,4.02,4.02,5.35,56.22,76.3,0,0,10.71,2.68,25.43,14.72,1.34,1.34,0,32.12,12.05,2.68,2.68,1.34,0,0,0,22.76
3Month,0.96,6.4,2.24,135.98,0.32,0,5.44,2.24,2.56,6.4,0.32,0,17.6,6.72,2.56,26.56,24.32,36.15,44.79,147.18,7.04,0.32,32.63,81.59,3.52,0.32,2.88,1.28,0,1.92,3.2,58.23,0.32,0.32,0.32,3.84,14.4,328.27
22Month,0.55,6.56,5.47,88.56,0,0,2.19,0,7.11,4.37,4.92,0,20.77,0.55,7.65,56.85,7.65,12.03,85.82,53.03,1.09,1.64,9.29,12.03,5.47,0,7.11,0.55,2.73,0.55,2.19,33.89,1.09,0,0,0,0,109.88
