stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,57.21,40.86,0,28.6,4.09,4.09,0,0,0,0,0,8.17,0,0,0,0,8.17,20.43,24.52,870.4,0,0,0,0,183.89,4482.79,4.09,0,0,44.95,0,0,0,0,0,20.43,0,0,0
72hpf,96.28,37.44,0,27.81,7.49,36.37,0,1.07,0,2.14,0,0,0,0,1.07,0,8.56,54.56,17.12,1331.89,0,1.07,28.88,2.14,1303.01,1876.41,4.28,8.56,0,1493.43,0,0,161.54,0,6.42,12.84,0,0,0
21Day,103.07,12.05,0,24.09,2.68,25.43,0,1.34,0,4.02,0,0,1.34,0,13.39,4.02,1.34,12.05,20.08,275.74,0,0,141.88,0,392.19,617.06,4.02,1.34,0,97.71,24.09,0,62.91,2.68,8.03,6.69,1.34,0,0
3Month,6.4,10.24,0.32,12.8,0.32,0,2.56,0,2.88,8.64,0.96,0,15.36,2.88,0.32,4.8,3.2,5.12,4.8,301.71,100.46,0,33.27,3.52,21.44,12.16,6.72,1.28,0,17.28,3.52,6.08,2.56,0,0,0.32,6.08,3.84,3.84
22Month,3.28,21.32,0,5.47,0,0,2.19,1.09,1.09,7.11,1.09,0,66.15,1.64,0,2.73,1.09,0,4.92,183.13,16.95,0.55,19.13,0.55,43.19,16.4,20.23,1.64,2.73,47.01,1.64,11.48,7.11,0.55,0,0,3.83,0,1.09
