stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,36.78,0,20.43,0,0,0,12.26,0,0,4.09,265.62,0,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,2.14,0,2.14,0,1.07,0,2.14,0,0,0,11.77,0,0,11.77,0,0,0,0,0,0,1.07,0,0,0,0,1.07,1.07,0,0,0,0,0,0,0
21Day,0,0,0,0,0,2.68,0,0,0,6.69,0,9.37,10.71,157.95,0,0,1.34,9.37,2.68,0,0,1.34,0,9.37,5.35,0,0,0,0,4.02,0,0,0,0,0,0,5.35
3Month,1.28,2.56,0.64,25.6,0.32,0,0.96,0.32,2.88,293.71,0,49.91,21.44,297.87,11.84,1.92,10.24,516.72,13.44,2.24,0.32,1.28,3.52,0.64,48.63,0,0.64,0,0,7.68,13.12,0.64,0,0.32,2.24,6.72,255
22Month,0.55,367.35,6.01,417.1,0.55,0,83.09,6.01,122.45,673.48,13.12,838.02,69.97,2393.8,34.99,3.83,19.68,11196.58,494.72,0.55,28.97,20.77,0.55,10.39,28.97,27.88,88.56,132.84,2.19,59.04,2.19,113.16,32.8,0,1.09,0,2015.52
