stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,16.35,16.35,4.09,0,0,0,0,12.26,89.9,4.09,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,0,1.07,0,9.63,9.63,0,0,0,0,0,0,0,0,0,1.07,10.7,0,14.98,0,0,1.07,0,44.93,27.81,0,0,8.56,0,0,0,2.14,1.07,0,0,0,0,0
21Day,4.02,0,4.02,24.09,18.74,0,1.34,0,2.68,0,0,1.34,5.35,1.34,0,9.37,6.69,17.4,0,0,5.35,1.34,29.45,12.05,2.68,1.34,12.05,0,0,1.34,5.35,1.34,6.69,0,0,0,0
3Month,0,3.2,1.6,30.08,0,1.28,0.64,5.44,11.84,0,118.7,12.8,0,19.2,1.92,9.6,11.2,11.2,1.92,0,3.84,1.28,3.52,0,2.24,0,0,4.16,0.64,18.88,0.64,0,0,0.32,4.8,40.31,8.96
22Month,0,1.64,1.64,10.93,0,1.64,0,2.73,38.27,6.56,197.34,7.65,2.19,21.87,2.19,3.83,12.57,14.76,0,9.29,2.19,0,0,0,4.37,0.55,1.09,0,0,2.19,0.55,0,0,0,0,0,3.28
