stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,20.43,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,3.21,0,2.14,0,0,0,0,0,0,0,0,0,0,0,13.91,0,2.14,0,0,0,0,7.49,1.07,4.28,0,0,0,0,1.07,4.28,0,0,0,0,0
21Day,0,0,0,2.68,0,4.02,0,4.02,1.34,0,0,0,0,0,1.34,0,0,1.34,4.02,5.35,0,0,0,0,2.68,0,2.68,2.68,0,0,1.34,5.35,4.02,0,0,0,0,0
3Month,0,1.92,1.6,27.52,0.32,0,0.64,0.32,1.28,6.4,0,0,29.12,3.52,0.64,6.4,1.28,6.4,8.64,8.96,2.24,0.32,2.24,2.56,5.12,0,25.6,0.96,0,0.32,1.6,77.43,0.32,0,0.32,9.6,163.81,5.12
22Month,0.55,36.08,1.64,43.19,1.64,0,1.64,1.09,4.92,24.05,11.48,0,261.3,8.2,3.28,25.69,3.83,6.56,24.6,35.53,2.19,7.65,6.56,0.55,1.64,1.64,15.85,4.37,85.28,2.19,0,106.05,1.09,0.55,0.55,2.19,0,7.65
