stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,8.17,0,4.09,0,118.51,0,0,0,0,0,36.78,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,14.98,2.14,0,0,0,0,0,0,0,0,0,3.21,293.12,8.56,0,58.84,0,4.28,1.07,0,35.3,16.05,2.14,1.07,0,22.47,1.07,0,0,2.14,0,0,0,0,0,0
21Day,2.68,1.34,10.71,53.54,17.4,0,10.71,0,1.34,0,1.34,4.02,0,5.35,445.73,1.34,10.71,4.02,46.85,0,0,4.02,0,22.76,16.06,6.69,1.34,0,8.03,69.6,0,0,1.34,1.34,2.68,0,1.34,0,0
3Month,0.64,3.84,69.43,214.69,0,11.52,1.28,0.32,45.43,16.32,0,132.78,20.8,0,2958.89,2.56,20.48,13.12,56.63,4.16,0.96,6.08,8.96,3.2,0.64,44.79,2.88,0,0.96,25.6,0.64,9.92,0.64,0.32,0,0.64,4.8,13.44,16.32
22Month,0,21.32,125.18,201.72,0,1.64,0,1.09,101.13,22.41,48.65,311.05,2.73,2.19,4193.93,1.64,3.83,15.85,31.71,1.09,15.85,5.47,0,2.19,0,182.58,7.11,3.83,1.09,8.2,0,3.28,5.47,0,0,0,0.55,0,4.92
