stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,2.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,0,0,0,0,0,0,2.68,0,0,0,0,0
3Month,0.32,4.16,2.88,40.31,0,0.96,1.28,0,4.48,11.2,0,106.54,14.08,0.32,22.4,2.88,16,13.44,15.68,5.12,0.32,3.52,1.6,1.28,0,1.28,0.32,0,0.64,3.2,0.32,13.76,0.32,0,0.96,3.2,12.48,8.64
22Month,3.28,24.05,9.29,82.54,0.55,6.56,2.73,0.55,10.93,83.64,34.44,1129.94,30.61,15.31,117.53,5.47,14.21,67.24,81.45,1.64,26.79,13.12,1.09,6.01,1.64,8.75,8.75,2.19,1.09,2.19,0,9.29,5.47,5.47,0.55,1.64,0,26.79
