stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,3.21,0,0,2.14,0,5.35,1.07,0,2.14,2.14,1.07,0,0,1.07,0,0,0,0,0,0,0,0,0
21Day,1.34,0,1.34,5.35,0,2.68,0,0,0,0,0,21.42,1.34,0,0,0,1.34,0,4.02,0,0,1.34,1.34,133.85,0,0,1.34,0,0,21.42,0,0,1.34,0,0,0,0,0
3Month,0.32,3.2,8.32,60.47,0.96,0,8.32,0.64,6.08,8,0.32,3457.05,11.52,0.32,43.83,6.4,9.6,9.92,15.36,3.84,21.44,13.12,41.27,2.56,0.64,6.4,4.48,0,0.32,44.47,0.32,14.72,3.52,0,0.64,4.8,7.68,12.16
22Month,5.47,13.12,8.2,87.46,0.55,0,30.61,0.55,6.56,16.4,14.76,9239.01,10.93,1.64,34.99,4.92,6.56,18.59,27.33,0.55,540.09,17.49,1.64,0.55,0.55,7.65,6.56,12.57,0.55,9.84,0,2.19,2.19,3.83,0,1.09,0,9.29
